roll,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106
48,ACC405,UBa/HIMS01/14/0065,ACCOUNTANCY,400,1,2013/2014,,,,,0,0
49,ACC405,UBa/HIMS01/14/0011,ACCOUNTANCY,400,1,2013/2014,,,,,0,0
50,ACC405,UBa/HIMS01/14/0144,ACCOUNTANCY,400,1,2013/2014,,,,,0,0
51,ACC407,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,12,53,3,6,0,0
52,ACC407,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,13,26,0,6,0,0
53,ACC407,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,13,55,3,6,0,0
54,ACC407,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,18,50,3,6,0,0
55,ACC407,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,14,43,2.5,6,0,0
56,ACC407,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,15,40,2.5,6,0,0
57,ACC407,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,13,57,3.5,6,0,0
58,ACC407,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,16,50,3,6,0,0
59,ACC407,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,17,34,2,6,0,0
60,ACC407,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,9,41,2,2,0,0
61,ACC407,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,17,40,2.5,6,0,0
62,ACC407,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,23,57,4,6,0,0
63,ACC407,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,11,38,1.5,6,0,0
64,ACC407,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,8,38,1.5,1.5,0,0
65,ACC407,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,12,46,2.5,6,0,0
66,ACC407,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,12,28,1,6,0,0
67,ACC407,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,10,43,2,6,0,0
68,ACC407,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,12,41,2,6,0,0
69,ACC407,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,12,34,1.5,6,0,0
70,ACC407,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,12,33,1.5,6,0,0
71,ACC407,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,12,56,3,6,0,0
72,ACC407,UBa/HIMS01/14/0065,ACCOUNTANCY,400,1,2013/2014,0,0,,,0,0
73,ACC407,UBa/HIMS01/14/0011,ACCOUNTANCY,400,1,2013/2014,0,0,,,0,0
74,ACC407,UBa/HIMS01/14/0144,ACCOUNTANCY,400,1,2013/2014,0,0,,,0,0
75,ACC403,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,22,34,2.5,6,0,0
76,ACC403,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,19,41,3,6,0,0
77,ACC403,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,27,48,3.5,6,0,0
78,ACC403,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,23,48,3.5,6,0,0
79,ACC403,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,17,41,2.5,6,0,0
80,ACC403,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,20,38,2.5,6,0,0
81,ACC403,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,22,41,3,6,0,0
82,ACC403,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,20,46,3,6,0,0
83,ACC403,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,20,53,3.5,6,0,0
84,ACC403,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,25,56,4,4,0,0
85,ACC403,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,24,31,2.5,6,0,0
86,ACC403,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,27,53,4,6,0,0
87,ACC403,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,20,34,2,6,0,0
88,ACC403,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,18,19,0,0,0,0
89,ACC403,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,14,27,1,6,0,0
90,ACC403,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,20,46,3,6,0,0
91,ACC403,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,27,46,3.5,6,0,0
92,ACC403,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,14,51,3,6,0,0
93,ACC403,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,21,49,3.5,6,0,0
94,ACC403,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,10,38,1.5,6,0,0
95,ACC403,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,20,41,3,6,0,0
96,ACC407,UBa/HIMS01/14/0065,ACCOUNTANCY,400,1,2013/2014,0,0,,,0,0
97,ACC407,UBa/HIMS01/14/0011,ACCOUNTANCY,400,1,2013/2014,0,0,,,0,0
98,ACC407,UBa/HIMS01/14/0144,ACCOUNTANCY,400,1,2013/2014,0,0,,,0,0
99,ACC409,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,22,54,3.5,6,0,0
100,ACC409,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,17,45,3,6,0,0
101,ACC409,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,21,43,3,6,0,0
102,ACC409,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,18,50,3,6,0,0
103,ACC409,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,20,35,2.5,6,0,0
104,ACC409,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,19,49,3,6,0,0
105,ACC409,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,18,57,3.5,6,0,0
106,ACC409,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,20,50,3.5,6,0,0
107,ACC409,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,18,49,3,6,0,0
108,ACC409,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,18,47,3,3,0,0
109,ACC409,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,21,49,3.5,6,0,0
110,ACC409,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,19,59,3.5,6,0,0
111,ACC409,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,19,38,2.5,6,0,0
112,ACC409,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,18,47,3,3,0,0
113,ACC409,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,17,50,3,6,0,0
114,ACC409,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,12,49,3,6,0,0
115,ACC409,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,21,57,3.5,6,0,0
116,ACC409,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,19,56,3.5,6,0,0
117,ACC409,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,19,45,3,6,0,0
118,ACC409,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,20,60,4,6,0,0
119,ACC409,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,23,50,3.5,6,0,0
120,BNF403,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,13,49,3,3,0,0
121,BNF403,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,17,34,2,2,0,0
122,BNF403,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,12,45,2.5,2.5,372,0
123,BNF403,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,17,39,2.5,2.5,0,0
124,BNF403,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,21,41,3,6,0,0
125,BNF403,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,9,55,3,6,0,0
126,BNF403,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,15,46,3,3,0,0
127,BNF403,UBa/HIMS02/13/0022,BANKING AND FINANCE,400,1,2013/2014,16,42,2.5,2.5,0,0
128,BNF403,UBa/HIMS02/13/0025,BANKING AND FINANCE,400,1,2013/2014,20,40,3,3,0,0
129,BNF403,UBa/HIMS02/13/0090,BANKING AND FINANCE,400,1,2013/2014,10,51,3,6,0,0
130,BNF403,UBa/HIMS02/13/0027,BANKING AND FINANCE,400,1,2013/2014,17,29,1.5,6,0,0
131,BNF403,UBa/HIMS02/13/0033,BANKING AND FINANCE,400,1,2013/2014,15,39,2,6,0,0
132,BNF403,UBa/HIMS02/13/0092,BANKING AND FINANCE,400,1,2013/2014,14,48,3,6,0,0
133,BNF403,UBa/HIMS02/13/0094,BANKING AND FINANCE,400,1,2013/2014,12,29,1,6,0,0
134,BNF403,UBa/HIMS02/13/0099,BANKING AND FINANCE,400,1,2013/2014,17,48,3,6,0,0
135,BNF403,UBa/HIMS02/13/0038,BANKING AND FINANCE,400,1,2013/2014,17,28,1.5,1.5,0,0
136,BNF403,UBa/HIMS02/13/0040,BANKING AND FINANCE,400,1,2013/2014,15,46,3,6,0,0
137,BNF403,UBa/HIMS02/13/0041,BANKING AND FINANCE,400,1,2013/2014,16,56,3.5,6,0,0
138,BNF403,UBa/HIMS02/13/0045,BANKING AND FINANCE,400,1,2013/2014,13,27,1,D,0,0
139,BNF403,UBa/HIMS02/13/0046,BANKING AND FINANCE,400,1,2013/2014,14,56,3.5,6,0,0
140,BNF403,UBa/HIMS02/13/0050,BANKING AND FINANCE,400,1,2013/2014,15,59,3.5,6,0,0
141,BNF403,UBa/HIMS02/13/0051,BANKING AND FINANCE,400,1,2013/2014,12,27,0,0,0,0
142,BNF403,UBa/HIMS02/13/0054,BANKING AND FINANCE,400,1,2013/2014,18,48,3,6,0,0
143,BNF403,UBa/HIMS02/13/0059,BANKING AND FINANCE,400,1,2013/2014,13,40,2,6,0,0
144,BNF403,UBa/HIMS02/13/0062,BANKING AND FINANCE,400,1,2013/2014,16,29,1.5,6,0,0
145,BNF403,UBa/HIMS02/13/0063,BANKING AND FINANCE,400,1,2013/2014,0,0,,6,0,0
146,BNF403,UBa/HIMS02/13/0068,BANKING AND FINANCE,400,1,2013/2014,13,34,1.5,6,0,0
147,BNF403,UBa/HIMS02/13/0069,BANKING AND FINANCE,400,1,2013/2014,16,27,1,D,0,0
148,BNF403,UBa/HIMS02/13/0071,BANKING AND FINANCE,400,1,2013/2014,0,0,,6,0,0
149,BNF403,UBa/HIMS02/13/0115,BANKING AND FINANCE,400,1,2013/2014,0,0,,6,0,0
150,BNF403,UBa/HIMS02/13/0116,BANKING AND FINANCE,400,1,2013/2014,0,0,,6,0,0
151,BNF403,UBa/HIMS02/13/0123,BANKING AND FINANCE,400,1,2013/2014,0,0,,6,0,0
152,BNF403,UBa/HIMS02/13/0126,BANKING AND FINANCE,400,1,2013/2014,12,45,2.5,2.5,0,0
153,BNF403,UBa/HIMS02/13/0128,BANKING AND FINANCE,400,1,2013/2014,15,34,1.5,1.5,0,0
154,BNF403,UBa/HIMS02/13/0132,BANKING AND FINANCE,400,1,2013/2014,0,0,,0,0,0
155,BNF403,UBa/HIMS02/13/0134,BANKING AND FINANCE,400,1,2013/2014,0,0,,6,0,0
156,BNF403,UBa/HIMS02/13/0135,BANKING AND FINANCE,400,1,2013/2014,14,48,3,6,0,0
157,BNF403,UBa/HIMS02/13/0032,BANKING AND FINANCE,400,1,2013/2014,14,62,,3.5,0,0
158,BNF403,UBa/HIMS02/13/0088,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
159,BNF403,UBa/HIMS02/13/0096,BANKING AND FINANCE,400,1,2013/2014,,,,0,0,0
160,BNF403,UBa/HIMS02/14/0100,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
161,BNF405,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,19,56,3.5,3.5,0,0
162,BNF405,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,11,33,1,D,0,0
163,BNF405,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,14,46,3,3,342,0
164,BNF405,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,15,26,1,D,0,0
165,BNF405,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,22,53,3.5,6,0,0
166,BNF405,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,11,15,0,6,0,0
167,BNF405,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,20,41,3,3,0,0
168,BNF405,UBa/HIMS02/13/0022,BANKING AND FINANCE,400,1,2013/2014,18,38,2.5,2.5,0,0
169,BNF405,UBa/HIMS02/13/0025,BANKING AND FINANCE,400,1,2013/2014,25,31,1.5,2.5,0,0
170,BNF405,UBa/HIMS02/13/0090,BANKING AND FINANCE,400,1,2013/2014,18,64,4,6,0,0
171,BNF405,UBa/HIMS02/13/0027,BANKING AND FINANCE,400,1,2013/2014,19,53,3.5,6,0,0
172,BNF405,UBa/HIMS02/13/0033,BANKING AND FINANCE,400,1,2013/2014,19,28,1.5,6,0,0
173,BNF405,UBa/HIMS02/13/0092,BANKING AND FINANCE,400,1,2013/2014,12,61,3.5,6,0,0
174,BNF405,UBa/HIMS02/13/0094,BANKING AND FINANCE,400,1,2013/2014,17,14,0,6,0,0
175,BNF405,UBa/HIMS02/13/0099,BANKING AND FINANCE,400,1,2013/2014,16,71,4,6,0,0
176,BNF405,UBa/HIMS02/13/0038,BANKING AND FINANCE,400,1,2013/2014,1,0,0,0,0,0
177,BNF405,UBa/HIMS02/13/0040,BANKING AND FINANCE,400,1,2013/2014,9,33,1,6,0,0
178,BNF405,UBa/HIMS02/13/0041,BANKING AND FINANCE,400,1,2013/2014,16,49,3,6,0,0
179,BNF405,UBa/HIMS02/13/0045,BANKING AND FINANCE,400,1,2013/2014,18,40,2.5,2.5,0,0
180,BNF405,UBa/HIMS02/13/0046,BANKING AND FINANCE,400,1,2013/2014,14,36,2,6,0,0
181,BNF405,UBa/HIMS02/13/0050,BANKING AND FINANCE,400,1,2013/2014,17,34,2,6,0,0
182,BNF405,UBa/HIMS02/13/0051,BANKING AND FINANCE,400,1,2013/2014,10,23,0,0,0,0
183,BNF405,UBa/HIMS02/13/0054,BANKING AND FINANCE,400,1,2013/2014,20,56,3.5,6,0,0
184,BNF405,UBa/HIMS02/13/0059,BANKING AND FINANCE,400,1,2013/2014,14,33,1.5,6,0,0
185,BNF405,UBa/HIMS02/13/0062,BANKING AND FINANCE,400,1,2013/2014,12,48,3,6,0,0
186,BNF405,UBa/HIMS02/13/0063,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
187,BNF405,UBa/HIMS02/13/0068,BANKING AND FINANCE,400,1,2013/2014,8,41,1.5,6,0,0
188,BNF405,UBa/HIMS02/13/0069,BANKING AND FINANCE,400,1,2013/2014,21,68,4,4,0,0
189,BNF405,UBa/HIMS02/13/0071,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
190,BNF405,UBa/HIMS02/13/0115,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
191,BNF405,UBa/HIMS02/13/0116,BANKING AND FINANCE,400,1,2013/2014,22,55,3.5,6,0,0
192,BNF405,UBa/HIMS02/13/0123,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
193,BNF405,UBa/HIMS02/13/0126,BANKING AND FINANCE,400,1,2013/2014,,,,,0,0
194,BNF405,UBa/HIMS02/13/0128,BANKING AND FINANCE,400,1,2013/2014,18,48,3,3,0,0
195,BNF405,UBa/HIMS02/13/0132,BANKING AND FINANCE,400,1,2013/2014,14,38,2,0,0,0
196,BNF405,UBa/HIMS02/13/0134,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
197,BNF405,UBa/HIMS02/13/0135,BANKING AND FINANCE,400,1,2013/2014,15,48,3,6,0,0
198,BNF405,UBa/HIMS02/13/0032,BANKING AND FINANCE,400,1,2013/2014,16,42,,2.5,0,0
199,BNF405,UBa/HIMS02/13/0088,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
200,BNF405,UBa/HIMS02/13/0096,BANKING AND FINANCE,400,1,2013/2014,,,,0,0,0
201,BNF405,UBa/HIMS02/13/0100,BANKING AND FINANCE,400,1,2013/2014,16,43,2.5,2.5,0,0
202,BNF407,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,14,37,2,2,0,0
203,BNF407,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,18,26,1,D,0,0
204,BNF407,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,18,31,1.5,1.5,360,0
205,BNF407,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,24,39,3,3,0,0
206,BNF407,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,23,43,3,6,0,0
207,BNF407,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,20,19,0,6,0,0
208,BNF407,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,22,32,2,2,0,0
209,BNF407,UBa/HIMS02/13/0022,BANKING AND FINANCE,400,1,2013/2014,21,33,2,2,0,0
210,BNF407,UBa/HIMS02/13/0025,BANKING AND FINANCE,400,1,2013/2014,20,42,3,3,0,0
211,BNF407,UBa/HIMS02/13/0090,BANKING AND FINANCE,400,1,2013/2014,15,41,2.5,6,0,0
212,BNF407,UBa/HIMS02/13/0027,BANKING AND FINANCE,400,1,2013/2014,19,42,3,6,0,0
213,BNF407,UBa/HIMS02/13/0033,BANKING AND FINANCE,400,1,2013/2014,19,30,1.5,6,0,0
214,BNF407,UBa/HIMS02/13/0092,BANKING AND FINANCE,400,1,2013/2014,20,32,2,6,0,0
215,BNF407,UBa/HIMS02/13/0094,BANKING AND FINANCE,400,1,2013/2014,14,19,0,6,0,0
216,BNF407,UBa/HIMS02/13/0099,BANKING AND FINANCE,400,1,2013/2014,19,36,2.5,6,0,0
217,BNF407,UBa/HIMS02/13/0038,BANKING AND FINANCE,400,1,2013/2014,20,47,3,3,0,0
218,BNF407,UBa/HIMS02/13/0040,BANKING AND FINANCE,400,1,2013/2014,17,34,2,6,0,0
219,BNF407,UBa/HIMS02/13/0041,BANKING AND FINANCE,400,1,2013/2014,19,62,4,6,0,0
220,BNF407,UBa/HIMS02/13/0045,BANKING AND FINANCE,400,1,2013/2014,18,29,1.5,1.5,0,0
221,BNF407,UBa/HIMS02/13/0046,BANKING AND FINANCE,400,1,2013/2014,20,30,2,6,0,0
222,BNF407,UBa/HIMS02/13/0050,BANKING AND FINANCE,400,1,2013/2014,18,33,2,6,0,0
223,BNF407,UBa/HIMS02/13/0051,BANKING AND FINANCE,400,1,2013/2014,21,21,1,D,0,0
224,BNF407,UBa/HIMS02/13/0054,BANKING AND FINANCE,400,1,2013/2014,19,42,3,6,0,0
225,BNF407,UBa/HIMS02/13/0059,BANKING AND FINANCE,400,1,2013/2014,13,21,0,6,0,0
226,BNF407,UBa/HIMS02/13/0062,BANKING AND FINANCE,400,1,2013/2014,16,29,1.5,6,0,0
227,BNF407,UBa/HIMS02/13/0063,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
228,BNF407,UBa/HIMS02/13/0068,BANKING AND FINANCE,400,1,2013/2014,14,34,1.5,6,0,0
229,BNF407,UBa/HIMS02/13/0069,BANKING AND FINANCE,400,1,2013/2014,19,44,3,3,0,0
230,BNF407,UBa/HIMS02/13/0071,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
231,BNF407,UBa/HIMS02/13/0115,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
232,BNF407,UBa/HIMS02/13/0116,BANKING AND FINANCE,400,1,2013/2014,14,37,2,6,0,0
233,BNF407,UBa/HIMS02/13/0123,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
234,BNF407,UBa/HIMS02/13/0126,BANKING AND FINANCE,400,1,2013/2014,18,35,2,2,0,0
235,BNF407,UBa/HIMS02/13/0128,BANKING AND FINANCE,400,1,2013/2014,14,28,1,D,0,0
236,BNF407,UBa/HIMS02/13/0132,BANKING AND FINANCE,400,1,2013/2014,,,,0,0,0
237,BNF407,UBa/HIMS02/13/0134,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
238,BNF407,UBa/HIMS02/13/0135,BANKING AND FINANCE,400,1,2013/2014,19,27,1.5,6,0,0
239,BNF407,UBa/HIMS02/13/0032,BANKING AND FINANCE,400,1,2013/2014,20,38,,2.5,0,0
240,BNF407,UBa/HIMS02/13/0088,BANKING AND FINANCE,400,1,2013/2014,,,,6,0,0
241,BNF407,UBa/HIMS02/13/0096,BANKING AND FINANCE,400,1,2013/2014,,,,0,0,0
242,BNF407,UBa/HIMS02/13/0100,BANKING AND FINANCE,400,1,2013/2014,21,27,1,1.5,0,0
243,BNF401,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,14,40,2,2,0,0
244,BNF401,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,16,40,2.5,2.5,0,0
245,BNF401,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,18,44,3,3,0,0
246,BNF401,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,16,34,2,2,0,0
247,BNF401,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,16,51,3,6,0,0
248,BNF401,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,10,23,0,6,0,0
249,BNF401,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,20,43,3,3,0,0
