roll,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106
158,ACC406,UBa/HIMS01/13/0089,ACCOUNTANCY,400,2,2013/2014,20,50,3.5,3.5,1,0
159,ACC406,UBa/HIMS01/13/0113,ACCOUNTANCY,400,2,2013/2014,12,48,3,6,1,0
160,ACC406,UBa/HIMS01/13/0119,ACCOUNTANCY,400,2,2013/2014,,,0,0,0,0
161,ACC406,UBa/HIMS01/13/0118,ACCOUNTANCY,400,2,2013/2014,15,60,3.5,6,1,0
162,ACC406,UBa/HIMS01/13/009,ACCOUNTANCY,400,2,2013/2014,0,66,3,6,0,0
163,ACC406,UBa/HIMS01/13/0144,ACCOUNTANCY,400,2,2013/2014,15,48,3,6,1,0
164,ACC406,UBa/HIMS01/13/0005,ACCOUNTANCY,400,,2013/2014,19,Validated,,,,
165,ACC406,UBa/HIMS01/13/0034,ACCOUNTANCY,400,,2013/2014,23,Validated,,,,
166,ACC406,UBa/HIMS01/13/0037,ACCOUNTANCY,400,,2013/2014,14,Validated,,,,
167,ACC406,UBa/HIMS01/13/0048,ACCOUNTANCY,400,,2013/2014,12,Validated,,,,
168,ACC406,UBa/HIMS01/13/0055,ACCOUNTANCY,400,3,2013/2014,20,30,2,6,,
169,ACC406,UBa/HIMS01/13/0086,ACCOUNTANCY,400,,2013/2014,13,Validated,,,,
170,ACC406,UBa/HIMS01/13/0089,ACCOUNTANCY,400,,2013/2014,20,Validated,,,,
171,ACC406,UBa/HIMS01/13/009,ACCOUNTANCY,400,Not Eligible,2013/2014,,Not Eligible,,,,
172,ACC406,UBa/HIMS01/13/0101,ACCOUNTANCY,400,,2013/2014,15,Validated,,,,
173,ACC406,UBa/HIMS01/13/0113,ACCOUNTANCY,400,,2013/2014,12,Validated,,,,
174,ACC406,UBa/HIMS01/13/0118,ACCOUNTANCY,400,,2013/2014,15,Validated,,,,
175,ACC406,UBa/HIMS01/13/0144,ACCOUNTANCY,400,,2013/2014,15,Validated,,,,
176,ACC407,UBa/HIMS01/13/0144,ACCOUNTANCY,400,1,2013/2014,13,29,1,6,0,0
177,ACC407,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,12,53,3,6,1,0
178,ACC407,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,13,26,0,6,0,0
179,ACC407,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,13,55,3,6,1,0
180,ACC407,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,18,50,3,6,1,0
181,ACC407,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,14,43,2.5,6,1,0
182,ACC407,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,15,40,2.5,6,1,0
183,ACC407,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,13,57,3.5,6,1,0
184,ACC407,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,16,50,3,6,1,0
185,ACC407,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,17,34,2,6,1,0
186,ACC407,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,9,41,2,6,1,0
187,ACC407,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,17,40,2.5,6,1,0
188,ACC407,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,23,57,4,6,1,0
189,ACC407,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,11,38,1.5,6,0,0
190,ACC407,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,8,38,1.5,6,0,0
191,ACC407,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,12,46,2.5,6,1,0
192,ACC407,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,12,28,1,6,0,0
193,ACC407,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,10,43,2,6,1,0
194,ACC407,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,12,41,2,6,1,0
195,ACC407,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,12,34,1.5,6,0,0
196,ACC407,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,12,33,1.5,6,0,0
197,ACC407,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,12,56,3,6,1,0
198,ACC407,UBa/HIMS01/13/0005,ACCOUNTANCY,400,3,2013/2014,13,41,2,6,,
199,ACC407,UBa/HIMS01/13/0034,ACCOUNTANCY,400,,2013/2014,17,Validated,,,,
200,ACC407,UBa/HIMS01/13/0037,ACCOUNTANCY,400,3,2013/2014,11,,0,6,,
201,ACC407,UBa/HIMS01/13/0048,ACCOUNTANCY,400,,2013/2014,12,Validated,,,,
202,ACC407,UBa/HIMS01/13/0055,ACCOUNTANCY,400,3,2013/2014,12,38,2,6,,
203,ACC407,UBa/HIMS01/13/0086,ACCOUNTANCY,400,,2013/2014,15,Validated,,,,
204,ACC407,UBa/HIMS01/13/0089,ACCOUNTANCY,400,,2013/2014,16,Validated,,,,
205,ACC407,UBa/HIMS01/13/009,ACCOUNTANCY,400,,2013/2014,13,Validated,,,,
206,ACC407,UBa/HIMS01/13/0101,ACCOUNTANCY,400,3,2013/2014,8,34,1,6,,
207,ACC407,UBa/HIMS01/13/0113,ACCOUNTANCY,400,3,2013/2014,12,40,2,6,,
208,ACC407,UBa/HIMS01/13/0118,ACCOUNTANCY,400,3,2013/2014,12,41,2,6,,
209,ACC407,UBa/HIMS01/13/0144,ACCOUNTANCY,400,Not Eligible,2013/2014,0,Not Eligible,,,,
210,ACC407,UBa/HIMS01/13/0144,ACCOUNTANCY,400,3,2013/2014,13,38,2,6,,
211,ACC409,UBa/HIMS01/13/0144,ACCOUNTANCY,400,1,2013/2014,17,53,3.5,6,1,0
212,ACC409,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,22,54,3.5,6,1,0
213,ACC409,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,17,45,3,6,1,0
214,ACC409,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,21,43,3,6,1,0
215,ACC409,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,18,50,3,6,1,0
216,ACC409,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,20,35,2.5,6,1,0
217,ACC409,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,19,49,3,6,1,0
218,ACC409,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,18,57,3.5,6,1,0
219,ACC409,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,20,50,3.5,6,1,0
220,ACC409,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,18,49,3,6,1,0
221,ACC409,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,18,47,3,6,1,0
222,ACC409,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,21,49,3.5,6,1,0
223,ACC409,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,19,59,3.5,6,1,0
224,ACC409,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,19,38,2.5,6,1,0
225,ACC409,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,18,47,3,6,1,0
226,ACC409,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,17,50,3,6,1,0
227,ACC409,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,12,49,3,6,1,0
228,ACC409,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,21,57,3.5,6,1,0
229,ACC409,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,19,56,3.5,6,1,0
230,ACC409,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,19,45,3,6,1,0
231,ACC409,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,20,60,4,6,1,0
232,ACC409,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,23,50,3.5,6,1,0
233,ACC410,UBa/HIMS01/13/0003,ACCOUNTANCY,400,2,2013/2014,,72,3.5,3.5,,
234,ACC410,UBa/HIMS01/13/0005,ACCOUNTANCY,400,2,2013/2014,,67,,,,
235,ACC410,UBa/HIMS01/13/0017,ACCOUNTANCY,400,2,2013/2014,,69,3,6,,
236,ACC410,UBa/HIMS01/13/0020,ACCOUNTANCY,400,2,2013/2014,,64,3,3,,
237,ACC410,UBa/HIMS01/13/0024,ACCOUNTANCY,400,2,2013/2014,,74,3.5,3.5,,
238,ACC410,UBa/HIMS01/13/0028,ACCOUNTANCY,400,2,2013/2014,,70,3.5,3.5,,
239,ACC410,UBa/HIMS01/13/0034,ACCOUNTANCY,400,2,2013/2014,,70,3.5,6,,
240,ACC410,UBa/HIMS01/13/0035,ACCOUNTANCY,400,2,2013/2014,,75,3.5,6,,
241,ACC410,UBa/HIMS01/13/0037,ACCOUNTANCY,400,2,2013/2014,,64,3,6,,
242,ACC410,UBa/HIMS01/13/0048,ACCOUNTANCY,400,2,2013/2014,,68,3,6,,
243,ACC410,UBa/HIMS01/13/0055,ACCOUNTANCY,400,2,2013/2014,,67,3,6,,
244,ACC410,UBa/HIMS01/13/0064,ACCOUNTANCY,400,2,2013/2014,,69,3,6,,
245,ACC410,UBa/HIMS01/13/0065,ACCOUNTANCY,400,2,2013/2014,,61,,6,,
246,ACC412,UBa/HIMS01/13/0003,ACCOUNTANCY,400,2,2013/2014,,78,3.5,3.5,,
247,ACC412,UBa/HIMS01/13/0005,ACCOUNTANCY,400,2,2013/2014,,61,3,3,,
248,ACC412,UBa/HIMS01/13/0017,ACCOUNTANCY,400,2,2013/2014,,68,3,6,,
249,ACC412,UBa/HIMS01/13/0020,ACCOUNTANCY,400,2,2013/2014,,79,3.5,3.5,,
250,ACC412,UBa/HIMS01/13/0024,ACCOUNTANCY,400,2,2013/2014,,76,3.5,3.5,,
251,ACC412,UBa/HIMS01/13/0028,ACCOUNTANCY,400,2,2013/2014,,71,3.5,3.5,,
252,ACC412,UBa/HIMS01/13/0034,ACCOUNTANCY,400,2,2013/2014,,79,3.5,6,,
253,ACC412,UBa/HIMS01/13/0035,ACCOUNTANCY,400,2,2013/2014,,82,4,6,,
254,ACC412,UBa/HIMS01/13/0037,ACCOUNTANCY,400,2,2013/2014,,71,3.5,6,,
255,ACC412,UBa/HIMS01/13/0048,ACCOUNTANCY,400,2,2013/2014,,76,3.5,6,,
